route,route_type,garage_code,garage_name,operator,vehicle,additional_journeys,frequency_peak_am,frequency_peak_pm,frequency_offpeak,frequency_overnight,frequency_weekend,length_km,length_miles
H13,regular,UX,Uxbridge Industrial Estate,Metroline,SD,,3.0,3.0,3.0,0.0,3.0,12.624,7.844
H14,regular,BT,Edgware,First,DD,,6.0,6.0,6.0,0.0,4.0,6.891,4.282
H17,regular,WJ,Willesden Junction,Metroline,SD,,4.5,4.0,4.0,0.0,3.5,7.904,4.911
H18,regular,SO,Harrow,First,SD,,3.0,3.0,3.0,0.0,2.0,14.029,8.717
H19,regular,SO,Harrow,First,SD,,3.5,3.0,3.0,0.0,2.0,14.442,8.974
H20,regular,TF,Fulwell (Twickenham),Transport UK,SD,,4.5,4.0,4.5,0.0,3.0,6.861,4.263
H22,regular,AV,Hounslow,First,SD,,5.0,5.0,5.0,0.0,3.0,12.038,7.48
H25,regular,TF,Fulwell (Twickenham),Transport UK,SD,,5.0,5.0,5.0,0.0,5.0,12.265,7.621
H26,regular,TF,Fulwell (Twickenham),Transport UK,SD,,3.0,3.0,3.0,0.0,2.0,9.129,5.672
H28,regular,GW,Southall,Transport UK,SD,,3.5,3.0,3.0,0.0,2.5,17.928,11.14
H32,regular,GW,Southall,Transport UK,DD,,5.0,5.0,5.0,0.0,4.5,8.71,5.412
H37,regular,AV,Hounslow,First,SD,,8.0,8.5,8.0,0.0,6.0,7.972,4.954
H91,regular,AH,Brentford,Metroline,DD,,5.5,5.5,5.5,0.0,3.5,12.513,7.775
H98,regular,AV,Hounslow,First,DD,,5.5,6.0,5.5,0.0,5.0,13.796,8.573
K1,regular,TV,Tolworth,First,SD,,5.5,5.5,5.5,0.0,4.0,14.385,8.938
K2,regular,TV,Tolworth,First,SD,,5.0,5.0,5.0,0.0,4.0,12.088,7.511
K3,regular,FW,Fulwell,First,SD,,4.5,4.0,4.0,0.0,3.0,20.1,12.49
K4,regular,TV,Tolworth,First,SD,,2.0,2.0,2.0,0.0,2.0,11.491,7.14
K5,regular,TV,Tolworth,First,SD,,1.5,1.5,1.5,0.0,1.5,20.374,12.66
P4,regular,NX,New Cross,Go-Ahead,SD,,5.0,5.0,5.0,0.0,5.0,12.208,7.586
P5,regular,WL,Walworth,Transport UK,SD,,4.0,4.0,4.0,0.0,3.0,11.049,6.866
P12,regular,PM,Peckham,Go-Ahead,SD,,4.0,4.0,4.0,0.0,4.0,14.261,8.862
P13,regular,WL,Walworth,Transport UK,SD,,3.5,3.5,3.5,0.0,3.0,14.734,9.155
R1,regular,MB,Orpington,Go-Ahead,SD,,3.0,3.0,3.0,0.0,3.0,14.039,8.724
R2,regular,MB,Orpington,Go-Ahead,SD,,2.0,2.0,2.0,0.0,2.0,14.338,8.909
R3,regular,MB,Orpington,Go-Ahead,SD,,3.0,3.0,3.0,0.0,2.0,15.69,9.749
R4,regular,MB,Orpington,Go-Ahead,SD,,3.0,3.0,3.0,0.0,1.0,14.06,8.736
R5,regular,MB,Orpington,Go-Ahead,SD,,0.5,0.5,0.5,0.0,0.5,13.632,8.471
R7,regular,MB,Orpington,Go-Ahead,SD,,1.5,1.5,2.0,0.0,1.0,16.651,10.346
R8,regular,MB,Orpington,Go-Ahead,SD,,0.5,1.0,0.5,0.0,0.5,13.606,8.454
R9,regular,MB,Orpington,Go-Ahead,SD,,4.0,4.0,4.0,0.0,2.0,4.371,2.716
R10,regular,MB,Orpington,Go-Ahead,SD,,0.5,0.5,0.5,0.0,0.5,13.545,8.417
R11,regular,MB,Orpington,Go-Ahead,SD,,5.0,5.0,5.0,0.0,3.0,12.933,8.036
R68,regular,TF,Fulwell (Twickenham),Transport UK,SD,,4.0,4.0,4.0,0.0,4.0,14.679,9.121
R70,regular,TF,Fulwell (Twickenham),Transport UK,SD,,6.0,6.0,6.0,0.0,4.0,11.948,7.424
S1,regular,BC,Beddington,Transport UK,SD,,4.0,4.0,4.0,0.0,3.0,18.986,11.797
S2,regular,A,Sutton,Go-Ahead,SD,,3.0,3.0,3.0,0.0,2.0,15.277,9.493
S3,regular,BC,Beddington,Transport UK,SD,,3.0,3.0,3.0,0.0,3.0,18.837,11.705
S4,regular,C,Croydon,Go-Ahead,SD,,2.0,2.0,2.0,0.0,2.0,21.775,13.53
U1,regular,UX,Uxbridge Industrial Estate,Metroline,DD,,4.0,4.0,4.0,0.0,2.0,13.076,8.125
U2,regular,UX,Uxbridge Industrial Estate,Metroline,SD,,6.0,6.0,6.0,0.0,3.0,9.503,5.905
U3,regular,UX,Uxbridge Industrial Estate,Metroline,DD,,5.0,5.0,5.0,0.0,3.0,15.831,9.837
U4,regular,UX,Uxbridge Industrial Estate,Metroline,DD,,6.5,6.0,6.0,0.0,5.0,12.387,7.697
U5,regular,DH,Hayes,Transport UK,DD,,5.0,5.0,5.0,0.0,3.0,15.079,9.37
U7,regular,DH,Hayes,Transport UK,SD,,1.5,2.0,2.0,0.0,2.0,11.697,7.268
U9,regular,DH,Hayes,Transport UK,SD,,3.0,3.0,3.0,0.0,1.0,9.284,5.769
U10,regular,UX,Uxbridge Industrial Estate,Metroline,SD,,0.5,0.5,0.5,0.0,0.5,10.559,6.561
W3,regular,WN,Wood Green,Arriva,DD,,10.0,10.0,10.0,0.0,6.0,11.541,7.171
W4,regular,WN,Wood Green,Arriva,SD,,6.0,6.0,6.0,0.0,5.0,11.03,6.853
W5,regular,AW,Walthamstow Avenue,Stagecoach London,SD,,5.0,5.0,5.0,0.0,3.0,7.089,4.405
W6,regular,WN,Wood Green,Arriva,SD,,6.5,6.0,6.0,0.0,4.0,7.663,4.762
W7,regular,HT,Holloway,Metroline,DD,,12.0,12.0,12.0,0.0,8.0,3.958,2.459
W8,regular,PB,Potters Bar,Metroline,DD,,8.0,7.5,7.5,0.0,5.0,10.157,6.311
W9,regular,PB,Potters Bar,Metroline,SD,,4.0,4.0,4.0,0.0,2.0,12.538,7.791
W11,regular,AW,Walthamstow Avenue,Stagecoach London,SD,,5.0,5.0,5.0,0.0,4.0,7.965,4.949
W12,regular,AW,Walthamstow Avenue,Stagecoach London,SD,,4.0,4.5,4.0,0.0,3.5,17.067,10.605
W13,regular,HO,Lea Interchange,Stagecoach London,SD,W13S,4.0,4.0,4.0,0.0,3.0,10.83,6.729
W14,regular,HO,Lea Interchange,Stagecoach London,SD,,1.0,1.0,1.0,0.0,1.0,14.419,8.96
W15,regular,NP,Northumberland Park,Go-Ahead,SD,,6.0,6.5,6.0,0.0,5.0,14.75,9.165
W16,regular,AW,Walthamstow Avenue,Stagecoach London,SD,,4.5,5.0,4.5,0.0,4.5,10.043,6.24
W19,regular,AW,Walthamstow Avenue,Stagecoach London,SD,,3.0,5.0,5.0,0.0,3.0,14.714,9.143
SL1,regular,AD,Palmers Green,Arriva,DD,,5.0,5.0,5.0,0.0,4.0,14.699,9.133
SL2,regular,DX,Barking,Arriva,DD,,5.0,5.0,5.0,0.0,4.0,19.077,11.854
SL3,regular,TB,Bromley,Stagecoach London,DD,,5.0,5.0,5.0,0.0,4.0,22.989,14.285
SL4,regular,DS,Henley Road,Go-Ahead,DD,,7.5,7.5,7.5,0.0,4.0,14.136,8.784
SL5,regular,TC,Croydon,Arriva,DD,,5.0,5.0,5.0,0.0,4.0,12.513,7.775
SL6,regular,N,Norwood,Arriva,DD,,2.5,0.0,0.0,0.0,0.0,18.955,11.778
SL7,regular,C,Croydon,Go-Ahead,DD,,4.0,4.0,4.0,0.0,4.0,41.198,25.599
SL8,regular,G,Greenford,Metroline,DD,,6.0,6.5,6.0,0.0,5.0,21.468,13.339
SL9,regular,SO,Harrow,First,DD,,4.5,4.5,4.5,0.0,4.0,16.869,10.482
SL10,regular,SO,Harrow,First,DD,,5.0,5.0,5.0,0.0,4.0,14.708,9.139
SL11,regular,MG,Morden Wharf (Greenwich),Go-Ahead,DD,,10.0,10.0,10.0,0.0,5.0,14.788,9.189
N1,night,Q,Camberwell,Go-Ahead,DD,,0.0,0.0,0.0,1.5,1.5,27.358,17.0
N2,night,N,Norwood,Arriva,DD,,0.0,0.0,0.0,3.0,0.0,15.781,9.806
N3,night,WL,Walworth,Transport UK,DD,,0.0,0.0,0.0,3.0,0.0,25.501,15.846
N5,night,BT,Edgware,First,DD,,0.0,0.0,0.0,2.0,2.0,21.729,13.501
N7,night,PV,Perivale [East],Metroline,DD,,0.0,0.0,0.0,2.0,2.0,24.897,15.47
N8,night,BW,Bow,Stagecoach London,DD,,0.0,0.0,0.0,6.0,3.0,26.73,16.609
N9,night,AH,Brentford,Metroline,DD,,0.0,0.0,0.0,2.0,2.5,32.888,20.436
N11,night,SW,Stockwell,Go-Ahead,DD,,0.0,0.0,0.0,1.5,1.5,21.398,13.296
N15,night,DS; RR,Henley Road; River Road,Go-Ahead,DD,,0.0,0.0,0.0,7.5,6.0,29.735,18.477
N18,night,RP,Park Royal,First,DD,,0.0,0.0,0.0,4.0,0.5,23.866,14.83
N19,night,SF,Stamford Hill,Arriva,DD,,0.0,0.0,0.0,1.5,1.5,15.753,9.788
N20,night,HT,Holloway,Metroline,DD,,0.0,0.0,0.0,2.0,2.0,22.21,13.801
N21,night,NX,New Cross,Go-Ahead,DD,,0.0,0.0,0.0,3.0,2.0,26.741,16.616
N22,night,AF,Putney,Go-Ahead,DD,,0.0,0.0,0.0,1.5,1.5,21.39,13.291
N25,night,BW,Bow,Stagecoach London,DD,,0.0,0.0,0.0,4.5,5.5,17.972,11.167
N26,night,HK,Ash Grove,Stagecoach London,DD,,0.0,0.0,0.0,2.0,2.0,25.694,15.966
N27,night,QB,Battersea,Transport UK,DD,,0.0,0.0,0.0,2.0,2.0,11.619,7.22
N28,night,WJ,Willesden Junction,Metroline,DD,,0.0,0.0,0.0,1.5,1.5,17.55,10.905
N29,night,WN,Wood Green,Arriva,DD,,0.0,0.0,0.0,6.0,6.0,19.72,12.253
N31,night,X,Westbourne Park,First,DD,,0.0,0.0,0.0,1.5,1.5,16.995,10.56
N32,night,W,Cricklewood,Metroline,DD,,0.0,0.0,0.0,2.0,2.0,16.817,10.45
N33,night,FW,Fulwell,First,SD,,0.0,0.0,0.0,1.5,1.5,16.774,10.423
N38,night,CT,Clapton,Arriva,DD,,0.0,0.0,0.0,4.0,3.0,17.264,10.727
N41,night,AR,Tottenham,Arriva,DD,,0.0,0.0,0.0,1.5,1.5,16.487,10.245
N44,night,SW,Stockwell,Go-Ahead,DD,,0.0,0.0,0.0,1.5,1.5,23.386,14.532
N53,night,PD,Plumstead,Stagecoach London,DD,,0.0,0.0,0.0,4.0,2.0,19.507,12.121
N55,night,T,Leyton,Stagecoach London,DD,,0.0,0.0,0.0,2.0,2.0,22.73,14.124
N63,night,WL,Walworth,Transport UK,DD,,0.0,0.0,0.0,3.0,2.5,16.142,10.03
N65,night,FW,Fulwell,First,DD,,0.0,0.0,0.0,1.5,1.5,24.51,15.23
N68,night,WL,Walworth,Transport UK,DD,,0.0,0.0,0.0,2.0,2.0,30.547,18.981
N72,night,S,Shepherd's Bush,First,SD,,0.0,0.0,0.0,2.0,2.0,15.612,9.701
N73,night,CT,Clapton,Arriva,DD,,0.0,0.0,0.0,4.0,0.0,17.34,10.774
N74,night,AF,Putney,Go-Ahead,DD,,0.0,0.0,0.0,1.5,2.0,16.785,10.43
N83,night,PV,Perivale [East],Metroline,DD,,0.0,0.0,0.0,2.0,2.0,20.177,12.537
N86,night,NS,Romford,Stagecoach London,DD,,0.0,0.0,0.0,2.0,2.0,23.431,14.559
N87,night,SW,Stockwell,Go-Ahead,DD,,0.0,0.0,0.0,4.0,4.0,25.365,15.761
N89,night,NX,New Cross,Go-Ahead,DD,,0.0,0.0,0.0,2.0,0.0,34.127,21.205
N91,night,NP,Northumberland Park,Go-Ahead,DD,,0.0,0.0,0.0,2.0,2.0,23.625,14.68
N97,night,AF,Putney,Go-Ahead,DD,,0.0,0.0,0.0,2.0,2.0,9.924,6.166
N98,night,HD,Harrow Weald,Metroline,DD,,0.0,0.0,0.0,4.0,4.0,22.192,13.79
N109,night,BC,Beddington,Transport UK,DD,,0.0,0.0,0.0,2.5,2.5,18.448,11.463
N113,night,EW,Edgware,Metroline,DD,,0.0,0.0,0.0,2.0,2.0,20.01,12.434
N118,night,RP,Park Royal,First,DD,,0.0,0.0,0.0,4.0,2.0,26.877,16.701
N133,night,QB,Battersea,Transport UK,DD,,0.0,0.0,0.0,1.5,1.5,20.383,12.666
N136,night,NX,New Cross,Go-Ahead,DD,,0.0,0.0,0.0,2.0,2.0,27.622,17.164
N137,night,BN,Brixton Hill,Arriva,DD,,0.0,0.0,0.0,3.0,0.0,17.881,11.111
N140,night,HD,Harrow Weald,Metroline,DD,,0.0,0.0,0.0,2.0,0.5,21.202,13.174
N155,night,SW,Stockwell,Go-Ahead,DD,,0.0,0.0,0.0,3.0,3.0,16.809,10.445
N171,night,NX,New Cross,Go-Ahead,DD,,0.0,0.0,0.0,1.5,2.0,18.864,11.721
N199,night,TL,Catford,Stagecoach London,DD,,0.0,0.0,0.0,2.0,2.0,34.751,21.593
N205,night,BW,Bow,Stagecoach London,DD,,0.0,0.0,0.0,2.0,2.0,18.056,11.219
N207,night,GW,Southall,Transport UK,DD,,0.0,0.0,0.0,4.5,3.0,27.941,17.362
N242,night,HK,Ash Grove,Stagecoach London,DD,,0.0,0.0,0.0,2.0,2.0,12.483,7.757
N250,night,TH,Thornton Heath,Arriva,DD,,0.0,0.0,0.0,2.0,2.0,13.311,8.271
N253,night,CT,Clapton,Arriva,DD,,0.0,0.0,0.0,2.5,2.0,18.609,11.563
N263,night,PB,Potters Bar,Metroline,DD,,0.0,0.0,0.0,2.0,0.0,13.188,8.195
N266,night,W,Cricklewood,Metroline,DD,,0.0,0.0,0.0,2.0,2.0,17.346,10.778
N277,night,HK,Ash Grove,Stagecoach London,DD,,0.0,0.0,0.0,2.0,2.0,15.922,9.893
N279,night,E,Enfield,Arriva,DD,,0.0,0.0,0.0,3.0,3.0,23.311,14.485
N343,night,NX,New Cross,Go-Ahead,DD,,0.0,0.0,0.0,2.0,2.0,15.098,9.382
N381,night,WL,Walworth,Transport UK,DD,,0.0,0.0,0.0,2.0,2.0,15.73,9.774
N472,night,MG,Morden Wharf (Greenwich),Go-Ahead,DD,,0.0,0.0,0.0,2.0,2.0,15.028,9.338
N550,night,HK,Ash Grove,Stagecoach London,DD,,0.0,0.0,0.0,2.0,2.0,17.7,10.999
N551,night,BK,Barking,Stagecoach London,DD,,0.0,0.0,0.0,2.0,0.5,20.235,12.574
